act,data_editie,tip,titlu,categorie,partener,semnat,editie,suport_bugetar,link
AMAEIE268/2009,27.07.2004,Act,Act ACORD DE CREDIT LA PROIECTUL DE ÎMBUNĂTĂŢIRE A SISTEMELOR DE APROVIZIONARE CU APĂ ÎN ŞASE LOCALITĂŢI ÎNTRE REPUBLICA MOLDOVA Şl FONDUL KUWEITiAN DE DEZVOLTARE ECONOMICĂ ARABĂ*,Împrumut,Kuweit,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=116884&lang=ro
LP286/2004,22.07.2004,Lege,"Lege pentru ratificarea Acordului de modificare a Acordului de credit pentru dezvoltare (Proiectul ""Investiţii şi servicii rurale"") dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare",Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=26649&lang=ro
LP285/2004,22.07.2004,Lege,Lege pentru ratificarea Acordului de credit pentru dezvoltare (Proiectul II al Fondului de Investiţii Sociale) dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=26648&lang=ro
HP272/2004,16.07.2004,Hotărâre,"Hotărâre a Parlamentului asupra proiectului de Lege pentru ratificarea Acordului de modificare a Acordului de credit pentru dezvoltare (Proiectul ""Investiţii şi servicii rurale"") dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare",Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=58112&lang=ro
HG789/2004,08.07.2004,Hotărâre,Hotărâre cu privire la aprobarea proiectului de lege privind ratificarea Acordului de Credit pentru Dezvoltare (Proiectul II al Fondului de Investiţii Sociale) între Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=71640&lang=ro
HG735/2004,29.06.2004,Hotărâre,Hotărâre cu privire la implementarea Acordului de credit pentru dezvoltare dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare nr.3783 – MD,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=29397&lang=ro
HG727/2004,28.06.2004,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de Modificare a Acordului de credit pentru dezvoltare (Proiectul ""Investiţii şi servicii rurale"") dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare",Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=71533&lang=ro
HG693/2004,21.06.2004,Hotărâre,Hotărâre despre iniţierea negocierilor asupra proiectului Memorandumului de Înţelegere între Guvernul Republicii Moldova şi Guvernul Republicii Turcia privind cooperarea economică,Asistență tehnică,Turcia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=71585&lang=ro
DPRM1830/2004,26.05.2004,Decret,"Decret pentru promulgarea Legii privind ratificarea Acordului adiţional nr. 1 la Contractul de Împrumut şi de proiect dintre banca germană ""Kreditanstalt fiir Wiederaufbau"" (KfW) şi Republica Moldova, precum şi Societatea pe Acţiuni ""Siidzucker Moldova"", şi a Acordului adiţional nr. 1 la Acordul de credit şi de proiect dintre banca germană ""Kreditanstalt fiir Wiederaufbau"" (KfW), Republica Moldova şi Societatea pe Acţiuni ""Micro Enterprise Credit"" din Moldova (MEC)",Împrumut,KfW,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=54689&lang=ro
HG537/2004,24.05.2004,Hotărâre,Hotărâre despre aprobarea proiectului de lege pentru ratificarea Acordului de împrumut (Proiectul Revitalizarea Agriculturii) între Republica Moldova şi Fondul Internaţional pentru Dezvoltarea Agriculturii,Împrumut,FIDA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=71432&lang=ro
LP138/2004,06.05.2004,Lege,"Lege privind ratificarea Acordului adițional nr.1 la Contractul de împrumut și de proiect dintre banca germană ""Kreditanstalt fur Wiederaufbau"" ​(KfW) și Republica Moldova, precum și Societatea pe Acțiuni ""Sudzucker Moldova"", și a Acordului adițional nr.1 la Acordul de credit și de proiect dintre banca germană ""Kreditanstalt fur Wiederaufbau"" (KfW), Republica Moldova și Societatea pe Acțiuni ""Micro Enterprise Credit"" din Moldova (MEC)",Împrumut,KfW,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=26950&lang=ro
HG455/2004,30.04.2004,Hotărâre,Hotărâre despre aprobarea proiectului de lege privind ratificarea Acordului de Credit pentru Dezvoltare (Proiectul de includere a tineretului) între Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=72547&lang=ro
HG176/2004,23.03.2004,Hotărâre,Hotărâre despre aprobarea Memorandumului de înţelegere privind cooperarea în materie industrială şi de dezvoltare a întreprinderilor mici şi mijlocii între Guvernul Republicii Moldova şi Guvernul Republicii Italiene,Asistență tehnică,Italia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=29714&lang=ro
HG158/2004,19.02.2004,Hotărâre,"Hotărâre pentru aprobarea proiectului de lege privind ratificarea Amendamentului nr. 1 la Contractul de împrumut xa7i de proiect xa7i Acordul de arbitraj dintre banca germană ""Kreditanstalt für Wiederaufbau"" (KfW) xa7i Republica Moldova, precum xa7i Societatea pe Acţiuni ""Südzucker Moldova"", xa7i a Amendamentului nr. 1 la Acordul de credit xa7i proiect dintre banca germană ""Kreditanstalt für Wiederaufbau"" (KfW), Republica Moldova xa7i Societatea pe Acţiuni ""Micro Enterprise Credit"" din Moldova (MEC)",Împrumut,KfW,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=72007&lang=ro
DPRM1617/2003,29.12.2003,Decret,Decret pentru promulgarea Legii privind ratificarea Acordului de credit pentru dezvoltare (Proiectul Energetic II) dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=57673&lang=ro
LP567/2003,25.12.2003,Lege,Lege privind ratificarea Acordului de credit pentru dezvoltare (Proiectul Energetic II) dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=27539&lang=ro
HG1506/2003,12.12.2003,Hotărâre,Hotărâre despre aprobarea proiectului de lege privind ratificarea Acordului de credit pentru dezvoltare (Proiectul Energetic II) între Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=73881&lang=ro
MMAE281/2005,27.11.2003,Act,Act MEMORANDUM DE ÎNȚELEGERE PRIVIND COOPERAREA ÎN MATERIE INDUSTRIALĂ ŞI DE DEZVOLTARE A ÎNTREPRINDERILOR MICI ŞI MIJLOCII ÎNTRE GUVERNUL REPUBLICII MOLDOVA ȘI GUVERNUL REPUBLICII ITALIENE *,Asistență tehnică,Italia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=116643&lang=ro
HG1164/2003,29.09.2003,Hotărâre,Hotărâre cu privire la iniţierea negocierilor asupra proiectului Acordului între Guvernul Republicii Moldova şi Guvernul Republicii Italiene în materie de asistenţă tehnică,Asistență tehnică,Italia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=70938&lang=ro
DPRM1411/2003,30.07.2003,Decret,Decret pentru promulgarea Legii privind ratificarea Acordului de credit pentru dezvoltare dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare a Băncii Mondiale,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=53735&lang=ro
DPRM1378/2003,18.07.2003,Decret,"Decret pentru promulgarea Legii privind ratificarea Acordului de credit pentru dezvoltare (Proiectul ""Facilitarea Comerţului şi Transportului în Europa de Sud-Est"") dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare",Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=54587&lang=ro
LP311/2003,17.07.2003,Lege,Lege privind ratificarea Acordului de credit pentru dezvoltare dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare a Băncii Mondiale,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=28386&lang=ro
HG858/2003,14.07.2003,Hotărâre,Hotărâre despre iniţierea negocierilor asupra proiectului Memorandumului de Înţelegere între Guvernul Republicii Moldova şi Guvernul Regatului Danemarcei cu privire la cooperarea în scopul implementării Protocolului de la Kyoto al Convenţiei Cadru a Naţiunilor Unite cu privire la Schimbarea Climei,Asistență tehnică,Nordici,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=71685&lang=ro
LP301/2003,11.07.2003,Lege,"Lege privind ratificarea Acordului de credit pentru dezvoltare (Proiectul ""Facilitarea Comerţului şi Transportului în Europa de Sud-Est"") dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare",Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=28379&lang=ro
HG750/2003,24.06.2003,Hotărâre,Hotărâre despre aprobarea proiectului de lege privind ratificarea Acordului de credit pentru dezvoltare (Proiectul de Facilitare a Comerţului şi Transportului în Europa de Sud-Est) între Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=72637&lang=ro
HG747/2003,24.06.2003,Hotărâre,Hotărâre despre aprobarea proiectului de lege privind ratificarea Acordului de credit pentru dezvoltare între Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare a Băncii Mondiale,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=71495&lang=ro
HG592/2003,20.05.2003,Hotărâre,Hotărâre privind constituirea grupului de negociere a Acordului de credit încheiat de Guvernul Republicii Moldova cu Banca de Export-Import a Statelor Unite şi Deutsche Bank New York,Împrumut,Bancă comercială străină,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=30075&lang=ro
DPRM976/2002,25.11.2002,Decret,"Decret pentru promulgarea Legii privind ratificarea Acordului de credit şi proiect dintre banca germană ""Kreditanstalt für Wiederaufbau"" (KfW), Republica Moldova şi Societatea pe Acţiuni ""Micro Enterprise Credit"" din Moldova (MEC)",Împrumut,KfW,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=6041&lang=ro
DPRM969/2002,18.11.2002,Decret,"Decret pentru promulgarea Legii cu privire la ratificarea Addendumului la Acordul dintre Guvernul României şi Guvernul Republicii Moldova referitor la împrumutul pe termen lung în valoare de 20 miliarde de lei româneşti, semnat la Bucureşti la 1 septembrie 1993, modificat prin Addendumul semnat la Bucureşti la 17 ianuarie 2000",Împrumut,România,01.09.1993,legis.md,,https://www.legis.md/cautare/getResults?doc_id=55582&lang=ro
LP1444/2002,08.11.2002,Lege,"Lege cu privire la ratificarea Addendumului la Acordul dintre Guvernul României şi Guvernul Republicii Moldova referitor la împrumutul pe termen lung în valoare de 20 miliarde de lei româneşti, semnat la Bucureşti la 1 septembrie 1993, modificat prin Addendumul semnat la Bucureşti la 17 ianuarie 2000",Împrumut,România,01.09.1993,legis.md,,https://www.legis.md/cautare/getResults?doc_id=29805&lang=ro
LP1442/2002,08.11.2002,Lege,"Lege privind ratificarea Acordului de credit şi proiect dintre banca germană “Kreditanstalt fur Wiederaufbau” (KfW), Republica Moldova şi Societatea pe Acţiuni “Micro Enterprise Credit” din Moldova (MEC)",Împrumut,KfW,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=29801&lang=ro
HP1443/2002,08.11.2002,Hotărâre,"Hotărâre a Parlamentului asupra proiectului de Lege cu privire la ratificarea Addendumului la Acordul dintre Guvernul României şi Guvernul Republicii Moldova referitor la împrumutul pe termen lung în valoare de 20 miliarde de lei româneşti, semnat la Bucureşti la 1 septembrie 1993, modificat prin Addendumul semnat la Bucureşti la 17 ianuarie 2000",Împrumut,România,01.09.1993,legis.md,,https://www.legis.md/cautare/getResults?doc_id=58335&lang=ro
HP1441/2002,08.11.2002,Hotărâre,"Hotărâre a Parlamentului asupra proiectului de Lege privind ratificarea Acordului de credit şi proiect dintre banca germană ""Kreditanstalt für Wiederaufbau"" (KfW), Republica Moldova şi Societatea pe Acţiuni ""Micro Enterprise Credit"" din Moldova (MEC)",Împrumut,KfW,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=58582&lang=ro
HG1299/2002,03.10.2002,Hotărâre,"Hotărâre privind iniţierea negocierilor asupra proiectului Acordului, prin schimb de scrisori, între Guvernul Republicii Moldova şi Guvernul Japoniei cu privire la acordarea grantului în cadrul cooperării culturale japoneze pentru aprovizionarea Palatului Naţional cu echipamente audio şi acordarea deplinelor puteri domnului Ion PĂCURARU, ministrul culturii al Republicii Moldova",Grant,Japonia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=69809&lang=ro
HG1298/2002,03.10.2002,Hotărâre,"Hotărâre pentru aprobarea proiectului de lege cu privire la ratificarea Addendumului la Acordul dintre Guvernul României şi Guvernul Republicii Moldova referitor la împrumutul pe termen lung în valoare de 20 miliarde lei româneşti, semnat la Bucureşti la 1 septembrie 1993, modificat prin Addendumul semnat la Bucureşti la 17 ianuarie 2000",Împrumut,România,01.09.1993,legis.md,,https://www.legis.md/cautare/getResults?doc_id=69808&lang=ro
HG1173/2002,05.09.2002,Hotărâre,"Hotărâre despre aprobarea proiectului de lege privind ratificarea Acordului de credit şi proiect între Banca Germană Kreditanstaltfür Wiederaufbau (KfW), Republica Moldova şi Micro EnterpriseCredit din Moldova S.A. (MEC)",Împrumut,KfW,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=69301&lang=ro
HG1153/2002,02.09.2002,Hotărâre,Hotărâre privind constituirea grupului de negociere a Acordului de credit între Guvernul Republicii Moldova şi Fondul Dezvoltării Economice Arabe din Kuwait,Împrumut,Kuweit,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=29092&lang=ro
HG1150/2002,02.09.2002,Hotărâre,"Hotărâre privind iniţierea negocierilor asupra proiectului Acordului, prin schimb de scrisori, între Guvernul Republicii Moldova şi Guvernul Japoniei pentru acordarea grantului în cadrul Programului ""Îmbunătăţirea Producţiei Alimentare"" 2KR (tranşa a treia),şi acordarea deplinelor puteri domnului Ştefan ODAGIU, viceprim-ministru al Republicii Moldova, ministrul economiei",Grant,Japonia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=69194&lang=ro
DPRM809/2002,30.07.2002,Decret,"Decret pentru promulgarea Legii privind ratificarea Acordului de credit pentru dezvoltare (Proiectul ""Investiţii şi servicii rurale"") dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare",Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=57252&lang=ro
DP798/2002,29.07.2002,Decret,"Decret pentru promulgarea Legii privind ratificarea Acordului de restructurare a împrumutului dintre Banca Germană ""Kreditanstalt für Wiederaufbau"" (""KfW"") şi Republica Moldova",Împrumut,KfW,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=59394&lang=ro
LP1274/2002,25.07.2002,Lege,"Lege privind ratificarea Acordului de credit pentru dezvoltare (Proiectul ""Investiţii şi servicii rurale"") dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare",Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=29209&lang=ro
HP1273/2002,25.07.2002,Hotărâre,"Hotărâre a Parlamentului asupra proiectului de Lege privind ratificarea Acordului de credit pentru dezvoltare (Proiectul ""Investiţii şi servicii rurale"") dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare",Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=58859&lang=ro
AMAE310/2006,24.07.2002,Act,Act ACORD ÎNTRE GUVERNUL REPUBLICII MOLDOVA ŞI GUVERNUL REPUBLICII POPULARE CHINEZE PRIVIND ACORDAREA DE CĂTRE CHINA A UNUI AJUTOR NERAMBURSABIL ÎN VALOARE DE 5 MILIOANE YUANI RMB,Grant,China,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=116749&lang=ro
LP1231/2002,18.07.2002,Lege,"Lege privind ratificarea Acordului de restructurare a împrumutului dintre Banca Germană ""Kreditanstalt fur Wiederaufbau"" (""KfW"") şi Republica Moldova",Împrumut,KfW,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=28855&lang=ro
HP1230/2002,18.07.2002,Hotărâre,"Hotărâre a Parlamentului asupra proiectului de Lege privind ratificarea Acordului de restructurare a împrumutului dintre Banca Germană ""Kreditanstalt für Wiederaufbau"" (""KfW"") și Republica Moldova",Împrumut,KfW,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=58837&lang=ro
HG909/2002,11.07.2002,Hotărâre,"Hotărâre despre aprobarea proiectului de lege privind ratificarea Acordului de credit pentru dezvoltare (Proiectul ""Investiţii şi servicii rurale"") între Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare",Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=71402&lang=ro
HG863/2002,08.07.2002,Hotărâre,Hotărâre despre aprobarea proiectului de lege privind ratificarea Acordului de restructurare a împrumutului dintre banca germană Kreditanstalt fur Wiederaufbau (KfW) şi Republica Moldova,Împrumut,KfW,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=72129&lang=ro
DPRM747/2002,28.06.2002,Decret,Decret pentru promulgarea Legii privind ratificarea Acordului de Credit pentru Dezvoltare (Creditul trei pentru ajustări structurale) dintre Republica Moldova şi Asociaţia Internaţională de Dezvoltare,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=53667&lang=ro
